mean_eval,pop_best_eval,median_eval
1.8482057632379818,3.234724969918191,1.6940501487660213
1.8706350135233731,3.354827012961672,1.9333260310400378
1.981118989080961,3.4167875547962363,2.030581676582036
1.6411872597851458,3.1556580213025853,1.460227090007808
1.824361804906926,3.746848256316266,1.7492394103197406
1.7884542929873997,3.1128296596149974,1.6576701028177088
2.063873065982678,3.212713911189261,2.2990118162156286
1.5307940158916478,2.9624911804781697,1.422247015919765
1.847691645617503,3.6904653977028947,1.6679498089683147
2.0418314437172236,3.2152940576425184,2.086456488250648
1.797493698814387,2.9819625126138005,1.7881613031249413
2.205305271387471,3.0269738593433377,2.181851760721674
2.2403667880400713,3.5472214810751512,2.360552992892539
1.8908759786011164,3.2267955749327673,1.871241277762652
1.9998546220901752,4.17422191315498,1.8085480141046997
1.9957851600393142,3.1850630469966945,1.9869901632290599
1.9482953674960233,3.691496083892245,1.8310517395737826
2.1520882950044613,3.3567942743004693,2.1963175019347463
2.0636283045628203,3.332760916467503,2.4204105150222803
1.5707399929152661,2.8684806651590806,1.333348416704669
2.047031399636664,3.349523616802111,1.9784536194649711
2.0936577081244234,3.5998054873127208,2.160160204305503
2.2965689919479826,3.3599410701306462,2.359077050425313
2.3297053562814516,3.3390933319840745,2.4416799331953802
1.7347978220365132,2.7950677808121513,1.7659217766055626
2.1707206917254043,3.683478627792046,2.2506850364766686
1.917569104844554,3.2720907410401736,1.9599734754711786
1.9277850658631075,3.2537279197598132,1.9266039249529154
1.8483759953284618,4.25627749230183,1.68554993717569
2.4024724212518453,3.2010460551867066,2.4943205163972664
1.803321062940849,3.3254079264494494,1.6523984584741722
2.095658319882491,3.8678883211757986,1.8319388715476355
2.001332865252074,3.4633670186950916,1.8351759807410153
2.0055685428283794,3.0803978640125544,1.9318678343352342
2.1022123106660926,3.2295008750274077,2.248931657132667
1.8920006767973778,3.1722726618467236,1.695208655674377
1.9202597370232823,3.859541884937854,1.6520378550732726
1.720811111907538,3.082405895956715,1.3488692752863618
2.042479907674211,3.3771339018317437,2.081913183331077
2.012212469642679,3.4661125511337536,1.923186230680122
1.9069506675031822,2.9544078566918,1.8749749918017087
1.679981230873743,3.002782502191252,1.488121339470843
1.941310524893395,3.352454107344429,1.8630625180581304
1.993019868732358,3.162971279406783,1.9884925538798106
1.5516603276803376,2.5130571227058986,1.592994802575523
2.1306213454120515,3.6249893897918897,2.352009168298488
1.8523235570250187,3.1313256604894777,1.6148779666626458
2.207333317255637,3.141573443075001,2.3615187000781086
1.9338684243977458,4.029717542311702,1.633748762962302
1.8867702635042143,3.12558883725851,1.847331438248562
1.9270228571718175,3.3510767826717553,1.8527034096160155
1.992824566508682,3.5151364713823745,2.0069603972051953
1.9988057164441133,3.4887339350683813,2.066797658956084
1.935438603960495,3.6597146780961394,1.6770648201926446
2.0022972970424604,3.8009763665935195,1.813835252600931
2.1086363480772405,3.72085902343405,1.9035132250642028
1.989956672480778,3.0616716154160777,1.6509482370766901
1.7273801914405278,2.6487060864443803,1.7453743673874405
2.115905088764422,3.122514204654197,2.1586108856065187
1.9512825779119156,2.8597198219832887,1.977420058932851
1.9871626119979313,3.0281831938398023,1.9257375041048266
2.194266046377172,3.633595532300976,2.2928869227701894
1.9942185683909535,3.3269608420920895,2.03276750546577
2.0605483706201992,2.945028987183644,2.2054255071126274
2.0840182248466395,3.3240516903474786,2.271043454548977
1.9584749794854786,3.175753355474688,2.044544011981876
1.9855264031323892,3.021072108265206,2.2096958379233373
1.773477506951406,3.210615341285264,1.7044652806670428
1.9079555195932922,3.159815010559453,1.7078736811750441
1.6929307383809307,3.1445764487516827,1.5843256529048002
2.0818334718492206,3.2325726271672277,2.104128066348276
1.8773650355438605,3.2715518489835,1.9607495299712225
1.911945047189501,3.251479902597821,1.6840804382106938
1.7713391603428583,2.883844838289586,1.8480562912119343
1.8987025299370397,2.88356467277987,1.7123586747573851
1.858004518305256,3.1202492219063416,1.6667822919615705
1.8199685892697377,2.950202853775164,1.7485286092759695
2.0832164769068244,3.1024560827563197,2.0072109407401992
1.9658824399748493,3.352787883630015,2.1356364918153696
2.067787007562825,3.0630056190918395,2.063405019713934
1.7333008631940086,2.941413564569972,1.7392602544571252
1.9894322829151918,3.0808799274887546,1.9756092495642483
2.1281664270636793,3.074781573882743,2.2274569835991924
1.8468644110240064,3.398923127763317,1.891629450020027
1.9767058527717287,3.389049889615724,1.894098273053931
2.058772739931372,3.5805210462195114,1.9427542950112575
1.896593884563033,3.6090735046272426,1.8658298217509266
1.87556170542059,3.729251282864965,1.7332315089444743
1.8771519187412573,3.3841053677206734,1.8092361663133114
2.0902749946438157,3.09073034401142,2.3348196948252875
1.9355343827599079,3.093405538412116,1.9378360968493347
2.128158211523286,3.4864114412352185,2.094219603903796
1.9794159013006063,3.6116843985823017,1.6632335479824643
1.8021806230338289,3.240474763269915,1.6733164474865037
1.902603329913095,3.0989885503634866,1.7255208670244075
1.964579229494639,3.3147805521068694,1.6857383792362692
1.7906555119406748,2.9473411914058616,1.6199464205381626
1.7963309655259512,2.903383300052043,1.6638114179771137
2.0516768878742138,3.111410184516341,1.8942092583461858
2.113707507752203,4.268722668519589,1.742605882947749
1.8033220203452598,2.7533581582723565,1.7817736427036082
2.0532618881417006,3.3049423097974318,2.0127265741861997
1.842626755580061,3.115459255210845,1.6911795951023953
2.007822962496287,3.234346471733357,2.047800735881185
2.1450022467531698,3.1963178197254454,2.0514114240708268
2.0248446454139337,2.88808246278025,2.0880149626953832
2.0893821972144435,3.554430405484019,2.168505964291098
2.1802199844837635,3.1783634087252963,2.102220828126658
2.0946731684184337,3.437558917428655,2.0834085391156947
1.8174569747103464,3.419045614806937,1.7348355715018582
2.0782650020917193,3.122976079623819,2.0272257822685766
1.7114772526740651,3.0036017072643606,1.6638386660325049
1.833658260684815,3.465104138401103,1.74556644257751
1.9342455544218897,3.042508622064453,2.021765060700349
2.0093255743678133,2.955727974033546,1.9819834382829624
1.8785965534428242,3.399756340329601,1.5313722950880178
1.9082156131979584,3.1754839351252455,1.9210922267800092
2.0559161510132076,3.076977470941036,1.8922971719136876
2.0670685336753714,4.157665307546484,1.9257569383261324
1.9687531119859938,3.204853858176725,1.8368155884909603
1.8591426829155129,3.2617225530653835,1.8275818627483522
2.234167976343432,4.083065536663346,2.2371723134596273
2.0092924678298147,3.965825731188093,1.9587268889546103
2.1911019626800727,3.420773276138592,2.219548375335633
2.119186995129352,3.479410176162772,1.9923368183929884
2.154111115743566,3.8478751036103827,2.219840597731002
2.168871805525362,3.4713014686157684,2.4269375273859453
2.023072808410613,2.9731200071728967,1.8317635921387703
1.9861185262188832,3.3008837150607455,1.9472885286066566
1.8752933671680552,3.5898504502766957,1.7333918736519858
2.1907093243411406,3.5027037269879657,2.146828463820681
1.952959379961146,3.154591231704199,1.906258535063361
2.1674957400836132,4.2339373522849115,2.047770261319843
1.7571825101760539,2.936606237224817,1.6827837058067785
2.0603999349694324,3.368275461523714,2.045026097295036
2.031644612596877,2.963686003991899,1.8757706314537645
2.107298675449903,3.38029224262925,2.175430778312535
2.0859123452310904,3.225911491330432,1.9659653180659642
2.2870991502307843,3.3832469706690462,2.225595912101684
1.8267809584639132,3.363990407105126,1.68548981361063
1.9397385108423404,3.3981099490921256,1.7714040206212807
2.198791344158189,3.9374885002334246,2.3522829127342515
1.9852007286328235,3.270541204125908,1.760552160244585
1.863721092328878,2.9268737988291074,1.6718817453063184
2.095098417821565,3.1929855192221597,1.9564040659422848
2.05489885454798,3.552339468593914,2.026967679122663
2.152454642938808,3.745148714165692,2.0778375203988144
1.9300157821011785,3.5212384659427496,1.7348350052404427
1.9468177018125934,3.100292532519809,1.8649332681854411
1.7773969602203448,3.0236231113599095,1.6161069987972885
2.052017242812417,3.1698922693607745,2.1761194264942287
2.0509491605290426,3.5643277295871636,1.9443044499059274
2.06058954944209,3.455389148025304,2.043101658107006
2.179654737505861,3.5986115467733955,2.1561998111271397
2.0639940000478845,3.855371512459804,1.9013176484406655
1.79641802950155,3.2968124876112905,1.7241738415630499
1.9375040333332472,3.8612300249640636,1.6552139913747723
2.085321625167906,3.3415083615636316,1.9675738369193665
2.0917583795270436,4.115415588583443,1.9151355860747992
1.8617919267854728,2.946100356218764,1.722903525805195
2.0643291888356075,3.734885263403585,2.003560885614257
2.368958303568018,4.953112223714722,2.1494229135083263
2.0566892968148154,3.2673500100011412,2.009214735247074
1.862266612544704,3.3034857768268093,1.8462502083803227
2.015337016918273,3.283483738444458,1.7358831575324345
1.9201019693488317,3.573058341200152,1.7717722749481974
1.9880579074992002,3.482020042333988,1.8028657030480972
2.0645405983081577,3.6393264846374205,1.9456467001775897
2.118423125924384,3.3549054046019933,2.111777585171432
1.991751452963956,3.6632529457397522,1.8308004477318285
2.179941807073927,3.301185826651862,2.2312775391377935
2.089611605544133,3.3311714114270385,1.9736406293155433
2.04456097196522,2.9847857633904926,2.079126422816648
2.041428405708781,3.550057128127807,1.95436882520651
2.1911219540210043,3.40749487977639,2.316173265736294
2.4033054749697134,3.9929733666533442,2.4584516273518657
2.009399849572915,4.629662980908801,1.8937730346720587
2.211100812736922,3.2637071880159567,2.2277615660188244
2.132932060564695,4.278834251526417,2.1972081492239015
2.051627919577409,3.4674523921351206,2.1292595218598227
2.078401250250256,3.5223313837131673,1.840877196441812
2.061448269969701,3.428934503210975,1.8902954193068886
2.116076459427849,4.101645529318061,1.79604043177179
2.2948575416480024,3.2965916728854507,2.4397784613021374
1.9956059688769312,3.5684576220771085,1.9256198774343314
1.9362654797149474,3.0526799275117833,1.8943654864518948
2.0465650859265945,3.383579176774875,2.0001383974431204
2.0613507731381233,3.9638239198945913,1.9536326194723475
2.294387623069756,3.1877815965070297,2.4651809129171616
1.8222385077018464,3.1763922795363606,1.7596130567393669
2.0201313911382326,3.5080728911704764,1.768030941283909
1.9399855073231511,3.439034750966265,1.6933006431470012
2.3909505056415523,3.4398528706654754,2.3246778087230733
2.171229998935227,3.58733672555989,2.1105356887549447
1.7518977725420843,3.464184652783265,1.7016179063410062
2.1160412721781796,3.4092313439475403,2.1982665932554952
2.1068872953974833,4.0454070267965685,2.1676091932535977
2.323254677496049,3.753735195470545,2.347304221049832
2.05452368625438,3.5820501885093448,1.932447569535289
2.2922711450014845,3.2023127727410343,2.572226889341533
2.225229949905012,4.304360877699301,2.2397594860940466
2.1819939505132724,3.732866854817737,2.038606685324069
1.8249605341191881,3.2142403993241646,1.7338097075683636
2.14580320634382,4.098836361680281,1.8430489792985085
1.9869121590253798,3.5312764224304605,1.6593357049673743
2.018715488135936,3.5551546154072087,1.774162929174726
2.2951109363986877,4.003652191603376,2.3074361356475572
2.2314550819550703,3.757719422526193,2.0700914729839055
1.8069001904036412,3.087481453645154,1.6443207760040497
2.461926512956139,3.985396435276378,2.4651837695954484
2.5542747019374263,4.356842484327464,2.6329793119863374
2.4538184132509024,4.194386104988369,2.60621556523873
2.284928982763607,3.882538835648142,2.1114622842897885
2.1076639196763596,3.3912515576772546,1.9325427294997186
2.3807682955201805,3.5971276686121083,2.5338715347311123
2.3127306672302925,4.253900978838811,2.316171526543561
2.1649539335452364,4.035119465903149,1.938039601144767
2.20931055847491,3.7249059314471684,2.0118620057843297
2.230188976593463,5.133624476087687,2.126925967684082
2.4506260595904337,3.5412907957747524,2.348460840004197
2.6243359277168232,4.02298834512925,2.7109116045053803
2.2710782708713086,4.391614731008792,1.9925906161449518
2.1260671879914126,3.6617249686876923,2.1342979659995756
2.1847958322547614,3.7376473178880136,2.114178570167409
2.3667478497992347,4.819855170137689,2.1153269170536646
2.2744782749642765,4.291957823176279,1.9739831134350714
2.464444488335115,3.854153998067398,2.309480518384852
2.0362909416078576,3.0909681358080627,2.0349945760096952
2.2117854230130387,3.4183303018005877,2.1791410381276624
2.1792419100141474,3.6647629589246686,2.0644459262052344
2.317648511986458,4.361476944614518,2.1685753084421364
2.3461704788760827,4.353610432141817,1.9879147320617379
2.623373435794588,4.159439879764474,2.534620184037812
2.740764894728178,5.122046230783526,2.702177388481613
2.2863798139452784,4.966872450532597,2.397148846563142
2.4983841268902,4.990130676735543,2.3171945589337186
2.438019265481471,4.863621955370771,2.395106598432951
2.392302953830195,4.592434898568751,2.100536919674016
2.8744865477954926,5.181448728623117,2.745481674450815
2.8405071182832047,5.081417697707808,2.728495570395107
2.539741904278701,4.707948934904938,2.084003422827278
2.4673224132750313,4.828797126761769,2.343606335254722
2.417584978272214,3.441494402360441,2.646171716004797
2.664147008410943,4.115640031368571,2.670840638292893
2.5097688740286754,4.157055559696997,2.362988981948357
2.2249176646999302,5.1516073715400506,2.09951110223132
2.426110482424225,4.047450540670889,2.3408719794448887
2.3868519444623306,4.61173706053522,2.2712328051487347
2.358910682454559,4.422414630531958,2.265574774659089
2.731183689907816,4.4646616797775875,2.82112799432083
2.251774364758077,3.439172450769023,1.9676811361290443
2.414002662935042,3.7451445398168,2.47788980093066
2.7046655725262916,4.962944039245091,2.405618187765093
2.1449911018533854,4.606141985529757,1.9035348234413738
2.707092263177488,5.3845291549531495,2.4198357910291177
2.307572953673713,3.770570560464205,1.993164437999556
2.4891357863494736,4.516211743530785,2.1707560535814423
2.6458688496274143,4.082346905179537,2.7122675899027753
2.8562768344332214,4.97732117647716,2.7904495887738703
2.3729897307903043,3.6444812469877257,2.3493616231739747
2.69360558536016,5.082487840511899,2.4460898388014627
2.5629975208100335,4.790420173531368,2.410673748729246
2.3611920408408924,3.4263682130873576,2.2266058638249424
2.658411123849512,4.058189118917986,2.448633455545374
2.773032901041531,5.083381186987089,2.6863006339204683
2.8197549531437547,4.971660292507737,2.6781450609667026
3.0397989967941337,5.418118631126465,2.878516977823825
2.4854685216531505,4.870281967449216,2.322460795683618
2.28689515007757,4.28543646699808,2.0525749989395115
2.4548410683364406,5.176226467185755,2.125281615445522
2.550778457518178,4.260332651170723,2.5919447371130753
2.5814416062337395,4.07400554466966,2.5372000144119946
2.9536673616968843,5.192008096908403,2.8692663388911552
2.6211770716276384,4.419899835855256,2.6483038507906116
2.739619570188493,4.5625226878101035,2.823715453114165
2.945483133142695,5.101544947113322,2.8400252215483794
2.8387910981174267,3.9921847092041034,2.793713183485899
2.3448750575935327,5.518884640509431,2.062146108695765
2.467681414000931,3.96452049852095,2.439431573538208
2.3197952366090924,4.034032703472438,1.9463783940967354
2.596070984061307,4.958900012106765,2.2271317949227125
2.657839013156452,4.961706091620939,2.5858489764127475
2.9280967311447768,5.009598601197215,2.808283449700878
2.6298351327891525,4.565475891735051,2.25274129543364
2.9000818175176186,4.613637208003514,2.845150163655128
2.3210979571865633,4.266859556337559,2.1439972647526506
2.706207167095358,5.472192720310863,2.754744943913412
2.7732630198734682,4.670028727058675,2.709282812686631
2.7139144999188716,5.147897529989827,2.5953321791281816
2.5844965348663846,5.050238517621358,2.4249260971390676
2.7338699108657147,5.117712572478988,2.603621516996281
2.365778702001008,4.933061887864006,2.1097940810973705
2.5156306684141683,4.685981900240024,2.389150987183245
2.505393076952207,4.184463704758631,2.371883770016344
2.8819672063434276,5.150871122105663,2.818308169132396
2.667736678916903,4.7091758913778605,2.3194492179046975
2.402659761043256,5.00496156869764,1.7340934307328797
2.9697732780987587,4.593687521726515,3.1593994687231852
2.920779832776958,5.168845603341559,2.7888079315365104
3.2030119055109045,5.472088072553099,3.2152522413172697
2.706216893987586,4.610090582138628,2.534008956672362
2.7210095846235784,4.651433808453474,2.409796337073264
2.9356355890323798,5.415481449631479,2.6369292050385837
2.6417467853713137,5.832587479973093,2.259568280425202
2.668484470329135,5.1887011337701034,2.5071589722304015
2.483934615059515,5.383954281651844,2.5553033409127766
2.440972066234752,4.7638504545558344,1.9935770981347045
2.658148221469194,4.936115280167886,2.522493992994101
2.6178091126161345,4.737248409152901,2.491858264879496
2.5356682390876717,5.520353583359636,2.4385638332759445
2.5386570462790115,5.542978818798912,2.2650929756727067
2.8703233766715965,5.679013546231337,2.464748737461254
2.546205640365563,4.988234944249791,2.5366846701466983
3.0623357856437696,5.591040353743652,2.8622392986129377
2.1650781218074373,5.089582284298832,1.852255108342312
2.459255059828836,4.6208211058766935,2.289577145277292
2.790691711619951,5.465660784803928,2.121831288972598
2.6658067388315283,6.567418519499961,2.2121543572270856
2.574340688939788,4.800479533587561,2.241991836515991
2.8222743374545445,4.881090493065098,2.644461433586434
2.7397235737718177,5.411676295273823,2.540267271974983
2.642082746850604,5.263318919235772,2.772591776851547
2.9363036611904954,5.306564014110199,2.8049146220241967
2.3210017059222974,5.34208894064081,1.922566423410263
2.544709779937556,5.745657825741193,1.9685398562967258
2.50887856511169,5.355387515574425,2.24796054061712
2.630014894151293,4.440335877692257,2.678695779630334
3.107601853622045,5.494527106872903,3.019358474368997
2.73098015267239,4.905880256897773,2.82932105474901
2.783248592064601,4.877704966888775,2.963208684825614
3.3226708704808763,5.413774433449513,3.0914015870916
2.9168198237503367,4.832072043699584,2.78679096136183
3.1609793410364624,5.032409576024678,2.9894719658201794
2.656373687220209,5.250161581528536,2.5809056535420662
2.3465961914896374,4.725682201255338,2.179839731615194
3.10049521802422,5.455953643785676,3.045129066136786
2.7262105798544933,6.220953424947588,2.44911108782851
2.6590258023607913,4.239145339225396,2.6831867910314973
2.709185797597822,5.267682128376965,2.1918104839912056
2.9638906855439098,6.027593850357118,2.3482077169693154
2.581302765796039,5.166024519862949,2.444070359334974
2.8949105793720555,5.351899583866546,2.952165151232551
2.6504640999742812,5.89264533853129,2.6212151184760675
2.4974807170584667,5.257410141787937,2.035496835291018
2.88023595319484,5.2213162495929595,2.73303422703397
2.5367472282262944,5.576521535920735,2.1328713544651823
2.4122381568503037,3.332736141546,2.5356084641478915
2.484618336658383,5.607693928128174,2.29936835523025
2.472564530203354,5.326073467139104,2.2517761242166507
3.1199751091520356,5.9105866787583095,2.986292837143291
2.461160366507621,4.856238255343614,1.90234867931501
2.723755670725886,5.5603549958754375,2.440794552417769
3.2699882705528243,5.978517350956796,2.7510183003212907
3.193282405537023,6.10833526150805,2.8331739197312333
2.7456435354883055,5.639278425384829,2.5355627963662632
2.799248338780221,5.3547873742558,2.6462959573217217
2.458360163271456,4.716021942073717,2.298965863614226
2.7208285380735355,5.396301934219881,2.5317251578532782
2.5618864646578525,4.839359272900571,2.3281595666498776
3.2133561127626464,5.709989807882746,2.8692480081657914
2.771726441859112,6.522473176241651,2.59367302150838
2.777105237297329,5.10417901674768,2.6557561957790834
2.424629981014366,5.082375033377634,2.35737183339372
3.225360457050645,5.921293906973855,2.9937089515208752
3.1707417892661063,5.620157842041156,2.853905386641255
2.9748904307769015,6.1756192361716575,2.3583674140727866
2.8691410548410787,5.6098731521609455,2.753682859537421
2.8257744606344595,4.678172244210325,2.639687748848292
2.8289536270439513,5.060941256901232,2.707284412394988
2.5988455665541186,4.846192422702643,2.618279338725012
3.345988888724627,5.520378229650197,3.7497700798582594
2.8259440938558456,5.774067817724714,2.6577166193441464
2.966910112857965,6.013045045492385,2.7523159298827276
3.0756410522796505,6.105051951463053,2.6232740118235487
2.880347739562595,5.2549452686715625,2.7251209842092896
3.2872080840023554,5.350535404568639,3.0219931804304485
2.6092045492044873,4.693028032667236,2.5389935759430067
2.9054550851598617,5.486798610692481,2.6179310375712364
2.604425026730784,5.29767995565038,2.2882897398767197
3.1342951833629593,6.066210737011099,2.8141878772328814
2.3902781330828775,4.269445787070394,2.284847643676713
2.8225767042196743,5.232309390152253,3.0517494254531616
2.733762402731321,4.308517577421912,2.538681638876254
2.6753148943329608,5.880503787357517,2.028607239274922
2.7387063252851442,5.860632758821083,2.2621963424125187
3.057288160434422,5.753447482250126,2.6299479842479974
2.710742513206553,5.179767703666066,2.4755243285918205
3.371270385840364,6.198700251416039,3.097938909107036
3.2704799183312225,5.422482192068992,2.9836641208633874
2.977868000622687,5.69417247858645,2.81074513441275
2.895281476569908,6.1773613296579635,2.7148764329063813
2.6555715646572198,5.562850037249476,2.350642871357972
3.0984776999016663,5.691000160840554,2.7271454475082018
3.1209687128972683,5.789571170990165,2.8127663492749546
2.650605522116261,5.933134832583253,2.53587594689051
2.533585906089127,5.264972184198465,2.1665272901488377
2.6794059889294752,5.189279957922305,2.1328904578222048
2.641278787748378,5.627996572482051,2.504530739065511
3.0028066317252824,5.547751697482203,2.941708912692177
2.962962018958822,5.11488878909789,2.7592743496892256
2.5356916418314412,4.515275347322692,2.1134805178850264
3.4064568107132893,5.327163089343159,3.2664597601368337
3.0733033468644426,5.811623953924123,2.9334404290592353
2.7906295349185966,5.7275875940232055,2.1714594690780755
2.987532077611422,4.822616467578108,2.820993249222615
3.0741845475585987,6.327399913752593,2.9462312247600813
3.1423775699148706,4.839148818685654,2.9222690158263736
2.626929740629647,5.061809638300126,2.574223030965053
3.290849810901172,6.277336394619007,3.1340075411486703
3.7264925034624516,6.398630536712612,3.893425862035322
2.8911890166379077,5.15049832831895,2.8678907837081375
3.0652630752217918,6.406717660417058,2.496720482130462
2.885160207841443,5.845386939431675,2.9541963222603225
2.9554788338210782,6.4645322371699265,2.407536250826462
2.8436538217134584,6.0871936098095665,2.4585479719842223
3.0548959610681874,5.339467616406923,3.2494724499419334
3.1695323862873246,5.735464292577101,2.8924260650426885
3.2365667038510972,5.649517370751598,3.1276736346507583
2.77961428277337,5.787057145194831,2.5003082564698347
2.993061403175159,5.7762019293291225,2.7883486434681215
2.8797461616602598,4.945448978377975,2.7037230181576097
3.287896686143445,5.256413571590748,2.9054616348292095
3.2875072758607926,5.560236204102556,3.070758170501608
2.8448318624661626,5.761232945509315,2.6279832233573694
2.8808332427534333,5.246237398652895,2.700773637368483
2.919871902186033,5.864115228098831,2.3941494487954444
3.1713559596344654,6.327870176245094,2.8136147484025793
4.099347164173925,5.537860758431867,4.385493779463614
2.8502605965054304,6.1493412164461425,2.5377454758050924
2.5078678410088444,5.42213856043527,2.1960941257684548
3.4594537199723217,6.125624555725105,3.1019734046038434
2.915137927667337,4.828091317610584,2.7173413570236926
2.8032747977829056,5.263683007588629,2.6764193970158177
2.974095269629534,5.350371527695414,2.868488206576566
2.7244996781356647,5.542112092025604,2.178102059669399
2.436650303365429,5.04068226202064,2.1686787135010768
2.8561324575937643,5.258514891124829,2.90609293005147
2.2866263524074077,5.664888029744363,1.9033473170169415
2.855856465793768,5.153174263833129,2.5751491815219563
2.763101905223408,5.1678238760643005,2.6954248972612476
3.309742813166655,5.914844764885217,3.3415550936524294
3.1572059344474086,5.694275238924812,3.11536084794722
2.608440651615821,5.205362176562751,1.9081174345532856
3.104315370024456,5.900274484569452,3.185741058897583
2.6394504547993423,5.276659275023672,2.525697616404697
3.1377072655101976,5.490698098050835,2.74805744000587
3.2117191240792153,6.286925791941626,2.719280681171421
2.989323395183949,4.957205551460122,2.845847122468209
2.976984258939364,6.455902125935683,2.13809178711476
3.1055401845427193,6.119862212616926,2.7194617196033315
3.3341168701342374,5.517994810339893,3.1245403469251793
3.389978317348544,5.764869380483946,3.070254660017456
3.0064172670085996,4.949234057422025,2.64739818794491
3.2880242400023745,6.155433350689244,2.7686310240590086
3.488886135770116,5.973411085082874,3.238168612264519
3.440881423814178,6.141261855372662,3.013642102620657
3.811431485804372,6.408612688223663,3.828247982605392
3.251396064499799,6.102798714055355,3.0658025888897136
3.9150513066701054,6.229287245996723,3.437793656906922
3.622306631801062,6.405328604375901,3.3792977873671575
3.3642693078034585,6.44331865518834,3.146233738817751
3.7051951013611224,6.416916835177338,3.2445059496253723
3.432850762192718,6.181543046030036,3.2769724396424085
3.5352538281501014,6.048477667003044,3.435280207380231
3.3071625408072287,5.971397065119337,3.1193250638833323
3.1362820595568977,5.793139747620216,2.910170047973646
3.3760627077928906,6.40427851690231,2.983295945892248
2.8432989722770476,5.107707437449846,2.500690765124475
3.891418818720686,6.343590441782986,4.20599923934881
3.3610151867126836,6.015461159492529,2.5812768948848253
3.2431746867667437,5.709948090639097,2.797482897840612
3.404855055066982,6.299411386470094,2.827191698513574
3.1408693000338355,6.185785013058088,2.6854561246681734
3.545261554991008,6.656394817734295,3.6716073792892923
3.3873013122778617,5.788208814124396,3.215351285095884
3.326697318177461,6.590926712714331,2.565933085142013
3.72454900673089,6.472288969086161,3.324459843319489
3.240026709180809,6.380638856958459,2.7807486073502785
3.3225099869976953,5.639646109947316,3.1950887189330612
3.5601075898544914,6.282531737247613,3.0464779792811214
3.319335170718829,6.3061729862825135,2.7928473938080507
3.2392824697768483,6.486702618335929,2.5666270379828973
3.454443594073873,6.921392394424361,3.096853754785948
3.5886613794213646,6.625340139434389,3.0704291511824047
