mean_eval,pop_best_eval,median_eval,best_eval,worst_eval
-1.7237475112567185e+46,573.0927840851451,333.1233404349558,573.0927840851451,-2.4396824589107762e+47
344.30729479404107,676.1680307807899,325.1917710689531,676.1680307807899,-2.4396824589107762e+47
361.56491757968536,461.22514312338404,365.63680786035525,676.1680307807899,-2.4396824589107762e+47
377.08587211248454,517.4657136426697,365.97391235796243,676.1680307807899,-2.4396824589107762e+47
372.0437338591293,559.5150887022882,373.10160260649843,676.1680307807899,-2.4396824589107762e+47
425.7505102774148,709.8239153078283,369.61848755613283,709.8239153078283,-2.4396824589107762e+47
353.01111221474554,671.9955979341439,328.3247129907308,709.8239153078283,-2.4396824589107762e+47
329.79441115985975,413.43429897020695,326.7854241946701,709.8239153078283,-2.4396824589107762e+47
382.6505776546747,558.4119109116328,350.91647794817953,709.8239153078283,-2.4396824589107762e+47
324.5798342243489,508.43702291994464,345.1009483929844,709.8239153078283,-2.4396824589107762e+47
353.1913300180402,716.5025700236297,342.34352158995176,716.5025700236297,-2.4396824589107762e+47
377.634830988423,843.1184286552243,344.7644497013584,843.1184286552243,-2.4396824589107762e+47
361.74911218420146,650.1778077421441,356.4335975072569,843.1184286552243,-2.4396824589107762e+47
389.99571407741615,641.931755545201,367.2552095379877,843.1184286552243,-2.4396824589107762e+47
359.7977535293568,735.166617204399,343.225755226781,843.1184286552243,-2.4396824589107762e+47
324.9589993223744,519.3220445078032,355.1128874710191,843.1184286552243,-2.4396824589107762e+47
376.7956187252663,650.9729542533966,342.1592910228708,843.1184286552243,-2.4396824589107762e+47
353.9287429414871,513.8476012078385,338.14345395384845,843.1184286552243,-2.4396824589107762e+47
375.4494137268971,621.4160609505154,345.5938797752399,843.1184286552243,-2.4396824589107762e+47
379.52098522129586,775.711711431582,343.7206801647057,843.1184286552243,-2.4396824589107762e+47
386.15531066149464,647.8656623179635,331.34140146271903,843.1184286552243,-2.4396824589107762e+47
388.85118642060985,649.2837787225644,356.33310633725426,843.1184286552243,-2.4396824589107762e+47
360.91103467021503,561.1446787992563,360.81117975810014,843.1184286552243,-2.4396824589107762e+47
385.6391879743149,593.5010777923543,357.67913185457616,843.1184286552243,-2.4396824589107762e+47
380.8869613046976,653.2195881911603,339.0192568739291,843.1184286552243,-2.4396824589107762e+47
381.71519509360036,542.9711209215965,360.06906530808806,843.1184286552243,-2.4396824589107762e+47
411.41413603705945,780.743664133129,372.16012303655435,843.1184286552243,-2.4396824589107762e+47
352.99626251054184,556.8365105139998,344.295767134782,843.1184286552243,-2.4396824589107762e+47
382.5872199082201,623.9108816132078,348.3529863013215,843.1184286552243,-2.4396824589107762e+47
381.92380676765805,596.9557212323914,342.9616929000943,843.1184286552243,-2.4396824589107762e+47
428.55354186974,797.1285809990585,374.3200391669892,843.1184286552243,-2.4396824589107762e+47
365.501414671227,585.3137585885396,353.43964164060236,843.1184286552243,-2.4396824589107762e+47
364.5740426815153,543.1760672003697,345.61386834861963,843.1184286552243,-2.4396824589107762e+47
381.8491767057439,926.3319646868799,339.50474798094467,926.3319646868799,-2.4396824589107762e+47
384.7214318900129,701.8028836214976,361.1891042975012,926.3319646868799,-2.4396824589107762e+47
370.18652027679303,830.5271551658669,363.01003002829634,926.3319646868799,-2.4396824589107762e+47
357.70424220111073,661.3616419772503,340.24665907171266,926.3319646868799,-2.4396824589107762e+47
364.47071979156675,609.9766076600503,363.44037109047105,926.3319646868799,-2.4396824589107762e+47
381.8733846673095,608.3155630944265,330.4527529115539,926.3319646868799,-2.4396824589107762e+47
394.4396481601466,648.9504018148137,357.34447821837875,926.3319646868799,-2.4396824589107762e+47
366.9029679842168,645.1467322649429,358.6292081743268,926.3319646868799,-2.4396824589107762e+47
371.3967115738797,636.0043834021866,363.72276065724907,926.3319646868799,-2.4396824589107762e+47
414.4376090441064,607.2478015176533,410.9147623895715,926.3319646868799,-2.4396824589107762e+47
379.87758652798124,697.5219431133166,343.6886508987472,926.3319646868799,-2.4396824589107762e+47
373.8201441937639,587.8257258055786,332.1713983346143,926.3319646868799,-2.4396824589107762e+47
359.9677251636118,603.2168533970043,345.2938798658603,926.3319646868799,-2.4396824589107762e+47
394.1229918509711,697.5724978807345,384.88926919762747,926.3319646868799,-2.4396824589107762e+47
342.2358492713771,576.3669639249949,347.42860894842016,926.3319646868799,-2.4396824589107762e+47
398.86832039684936,883.1377229711793,367.3739147090053,926.3319646868799,-2.4396824589107762e+47
393.09817419816557,987.0858647866028,353.6558485501022,987.0858647866028,-2.4396824589107762e+47
369.97204232883956,506.8544462999958,360.64218664447736,987.0858647866028,-2.4396824589107762e+47
399.3583923371683,652.9387482671946,366.18102671667873,987.0858647866028,-2.4396824589107762e+47
367.2062707590972,785.3183567596601,354.9850848887597,987.0858647866028,-2.4396824589107762e+47
410.1921414535863,664.2957823692524,382.56294384048834,987.0858647866028,-2.4396824589107762e+47
