mean_eval,pop_best_eval,median_eval,best_eval,worst_eval
-5.5707548496905725e+63,336.958926965234,306.4083518984171,336.958926965234,-7.268434914141352e+64
344.5330176674774,509.09504217669473,322.83302668096945,509.09504217669473,-7.268434914141352e+64
375.62991205970354,995.7512583187754,335.26728550482403,995.7512583187754,-7.268434914141352e+64
435.01166649079255,947.3492269876689,346.1353295811267,995.7512583187754,-7.268434914141352e+64
349.9309729126079,597.3944173241033,336.49454510146586,995.7512583187754,-7.268434914141352e+64
408.7592753922191,985.3928675885687,333.6857231386194,995.7512583187754,-7.268434914141352e+64
443.51220042057327,981.6118560421066,345.6289036611905,995.7512583187754,-7.268434914141352e+64
455.4253888886127,990.5635987869994,361.41571202280545,995.7512583187754,-7.268434914141352e+64
370.5938337761501,959.9377460952117,330.8156990761361,995.7512583187754,-7.268434914141352e+64
461.1811167467656,962.561379199154,376.3969398499669,995.7512583187754,-7.268434914141352e+64
429.3550785683749,963.7044813893447,340.62881724144484,995.7512583187754,-7.268434914141352e+64
502.68408005935083,980.3374170954077,402.3526849095389,995.7512583187754,-7.268434914141352e+64
425.84824917972,979.2131192796309,353.83241006210477,995.7512583187754,-7.268434914141352e+64
525.0175003831833,997.2917136034513,394.7027774468453,997.2917136034513,-7.268434914141352e+64
512.7276319217951,985.1238145260868,425.8334911877153,997.2917136034513,-7.268434914141352e+64
404.5952693846276,966.0008406367302,353.3528094082754,997.2917136034513,-7.268434914141352e+64
528.0315281374366,969.4350689058226,400.67703538217563,997.2917136034513,-7.268434914141352e+64
433.2535988524094,962.5854267100694,355.34490710099135,997.2917136034513,-7.268434914141352e+64
494.3791716013855,992.0361949477601,422.2386257850707,997.2917136034513,-7.268434914141352e+64
569.5912799407097,1008.8896364716053,392.71805049945425,1008.8896364716053,-7.268434914141352e+64
483.85938932031263,964.253907730531,383.6887726598203,1008.8896364716053,-7.268434914141352e+64
591.5230677101638,996.8950569272273,426.8962993899744,1008.8896364716053,-7.268434914141352e+64
666.7195050097118,1006.394574295129,895.418780894756,1008.8896364716053,-7.268434914141352e+64
632.8299177127159,983.0458966342052,461.87605981102246,1008.8896364716053,-7.268434914141352e+64
425.2408756805793,930.6669424289947,363.121560244054,1008.8896364716053,-7.268434914141352e+64
462.46700487580995,958.7424121325942,399.2180411862869,1008.8896364716053,-7.268434914141352e+64
507.6072718242021,965.2977469444224,443.8248591660592,1008.8896364716053,-7.268434914141352e+64
745.845239593501,974.7620914093495,942.4064399795279,1008.8896364716053,-7.268434914141352e+64
576.7879467491954,987.6154155594571,499.71019958480616,1008.8896364716053,-7.268434914141352e+64
692.3861956776339,991.9848814867805,705.028698858148,1008.8896364716053,-7.268434914141352e+64
603.9903111606724,975.1485047584698,582.7048825309431,1008.8896364716053,-7.268434914141352e+64
535.3814064926778,1036.226632873442,538.8373018943615,1036.226632873442,-7.268434914141352e+64
568.3777399049469,957.2110498829094,428.50298507823345,1036.226632873442,-7.268434914141352e+64
560.538699305543,950.3865909227617,444.0368251967356,1036.226632873442,-7.268434914141352e+64
751.9255351341382,988.0384800000451,883.1706580007183,1036.226632873442,-7.268434914141352e+64
626.8112841435495,980.5025799272935,509.92817313468066,1036.226632873442,-7.268434914141352e+64
578.7080440711098,992.9633069554953,474.51415659525,1036.226632873442,-7.268434914141352e+64
721.7129196495671,992.5669127532642,933.5090023613723,1036.226632873442,-7.268434914141352e+64
623.8914905579571,989.54164077467,449.29498800911034,1036.226632873442,-7.268434914141352e+64
